Unnamed: 0,address,categories/0,categories/1,categories/2,categories/3,categories/4,categoryName,name,publishedAtDate,text,translatedLanguage,category,predicted_category_enhanced,confidence_enhanced
198,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Eri Quiroz,2025-08-16T21:41:24.415Z,Beautiful 😍,en,,authentic,0.85
199,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,valentina Salazar Herrera,2025-08-16T20:55:13.798Z,"Great museum!!
Even more so for a historian!!",en,,authentic,0.3482624590396881
200,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Tania Garces,2024-07-30T03:05:54.418Z,"It is a wonderful thing to appreciate the view and even more so if you go with your family, everything is incredible.",en,,authentic,0.6140055656433105
201,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Vania Medina,2024-07-25T20:47:40.168Z,"The central Zócalo is very, very beautiful. On important dates in Mexico, they put up very pretty decorations. I took that photo when it was raining in the center, very nice.
For example, when December approaches, they put up snowmen.
Also in October, they put up the respective offering to celebrate those who unfortunately are no longer here with us, etc.
A very good experience.",en,,authentic,0.9617558121681213
203,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Francisco Cruz Fuentes Altamirano,2024-05-31T21:32:52.361Z,"Except for demonstrations and sit-ins, people can always walk freely and safely on most of its streets and avenues.",en,,authentic,0.4500916600227356
204,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Marco Antonio,2024-04-17T20:35:42.205Z,"The day I was in the zócalo, there were several artisans with typical clothing and crafts of various types, the prices were very good and there was typical food, all very good,",en,,authentic,0.9161736369132996
205,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Anagy Toges,2024-04-09T22:22:01.026Z,"A world cultural heritage site, a beautiful place with a variety of places to eat and visit museums.",en,,authentic,0.39289599657058716
206,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Eduardo González,2024-02-06T20:19:31.964Z,"Good place to eat, the seasoning is good, it is located in Palma 5, office 301",en,,authentic,0.3444541096687317
207,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Eduardo Mendez,2024-01-16T01:05:46.817Z,Pretty,en,,authentic,0.65
209,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Mildred Rivas,2023-12-27T20:24:42.070Z,"In December you live more intensely because of the decorations, everything is close and the weather is very pleasant.",en,,authentic,0.522612988948822
210,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Coquitos Yeah,2023-12-05T21:11:54.463Z,I love it ☺️,en,,authentic,0.7568753361701965
211,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Estefano Coria,2023-10-08T04:14:25.398Z,Very good,en,,authentic,0.65
213,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Carmen Ornelas Raya,2023-07-01T15:15:27.916Z,"The Zocalo in Mexico City, where you can feel the history of Mexico, where people celebrate and mourn, and where you can't stop gazing at its impressive palaces. Beautiful Zocalo.",en,,authentic,0.38822728395462036
214,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Miguel Angel Alvarez Velazque,2023-04-18T00:50:23.052Z,"An excellent historical landmark in Mexico City, where you can visit the Templo Mayor, the Metropolitan Cathedral, and museums, as well as enjoy its restaurants.",en,,authentic,0.2875966429710388
215,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Enrico Sosa,2023-04-15T18:55:11.260Z,An excellent place to have a good time on the weekend,en,,authentic,0.33819061517715454
217,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Vick Flores,2023-03-27T13:07:24.113Z,Beautiful,en,,authentic,0.85
218,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Sergio Alberto Pescador Ávila,2023-03-26T17:14:20.907Z,Excellent,en,,authentic,0.85
219,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,John Juarez Vega,2023-03-17T19:40:38.293Z,"I love the base plate, it is simply majestic, historical, the greatest Mexican pride.",en,,authentic,0.7984137535095215
226,"Zócalo, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, Mexico",Tourist attraction,,,,,Tourist attraction,Pichatio,2024-11-03T17:43:25.722Z,Very nice events,en,,authentic,0.8
231,"Zócalo, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, Mexico",Tourist attraction,,,,,Tourist attraction,Moises Cervantes,2024-07-22T04:37:12.945Z,Beautiful and dear Mexico....🇸🇳,en,,authentic,0.7597917318344116
235,"Zócalo, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, Mexico",Tourist attraction,,,,,Tourist attraction,amador rodriguez,2024-06-17T20:33:26.526Z,"Its buildings, palaces feel history",en,,authentic,0.6761040091514587
238,"Zócalo, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, Mexico",Tourist attraction,,,,,Tourist attraction,Oscar Bernardo Carmona Valle,2024-05-02T05:31:02.349Z,"Our very nice center and all its surroundings, right now you can't see how beautiful it is because of the remodeling of the pavement and surroundings they are doing. But you can go visit the museum of the main temple which is a beauty of our pre-Hispanic culture.",en,,authentic,0.825
242,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Antonio buendia carrasco,2022-09-26T09:44:48.597Z,My beloved zócalo that has everything from the past to the present.,en,,authentic,0.9165897965431213
243,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Street Caps Mexico,2022-09-15T17:32:34.522Z,The greatness of Tenochtitlán,en,,authentic,0.4191979765892029
244,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Yadi Gaytán,2022-09-14T01:51:17.888Z,The esplanade of the Zócalo in Mexico City is very large.,en,,authentic,0.28713473677635193
247,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,GUILLERMO CASILLAS,2022-04-15T01:00:18.180Z,I LOVE THIS PLACE OK..,en,,authentic,0.788337767124176
249,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,Cjam Svage (The Admin),2020-07-07T18:32:23.505Z,Great to hang out,en,,authentic,0.5759469270706177
250,"Pje. Allende 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",Shopping mall,,,,,Shopping mall,darenass,2019-02-21T02:04:13.305Z,"It is always very pleasant to get here at any time of the day, afternoon or night, only that there are times when they arrive or there are protesters, in my opinion it is one of the things that makes each visit unique & completely different.
Hear, see different points of view from each visitor.",en,,authentic,0.9291545152664185
252,"Zócalo, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, Mexico",Tourist attraction,,,,,Tourist attraction,pkena hallabalooza,2024-02-10T03:09:13.412Z,💙,,,authentic,0.65
253,"Zócalo, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, Mexico",Tourist attraction,,,,,Tourist attraction,israel lokoromantico,2023-12-21T04:08:58.374Z,Cool,,,authentic,0.65
255,"Zócalo, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, Mexico",Tourist attraction,,,,,Tourist attraction,Daniel Hernández,2023-08-27T11:55:40.209Z,I hope it works,en,,authentic,0.3334735631942749
256,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Kako López García,2025-08-16T20:31:21.027Z,"Chapultepec Castle is an emblematic place full of history in our country Mexico 🏰🇲🇽, you definitely can't miss it 🤗",en,,authentic,0.4809097349643707
260,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,mario pineda castillo,2025-08-16T18:52:58.973Z,a lot of history,en,,authentic,0.2886829078197479
262,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Spiritualized Kaos,2025-08-16T16:36:58.132Z,"A historic museum site of great interest, located on a hill above a park, overlooking Mexico City.",en,,authentic,0.2471163421869278
263,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Almudena Lorente Bruñas,2025-08-16T16:24:42.408Z,"The castle is incredible. Very well preserved, and the fact that they've preserved the Empress's chambers is truly unique. The views, the gardens... breathtaking.
The historical aspect leaves a lot to be desired, although the walk and the rest of the visit make it highly recommended.",en,,authentic,0.35419589281082153
267,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,rodrigo gallegos,2025-08-16T08:29:41.520Z,Sunday there are a lot of people,en,,authentic,0.4010016918182373
268,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Alice Potter,2025-08-16T05:20:27.151Z,"Sometimes we forget the beauty of our history, and places like this remind us of and cherish it. The price is more than fair.",en,,authentic,0.40234506130218506
270,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Shaghayegh Bahrami,2025-08-16T03:36:05.699Z,"The whole museum had no English info, except for a few panels for the French invasion period. It's funny because when paying for your tickets, there is an option to choose ""foreign visitor,"" yet they haven't seen a need for providing any text translation for those foreign visitors. I couldn't even use Google lens translation since there was no wifi in the museum! To make things worse, they kicked us out 10 minutes before the official closing time so we couldn't go to the terrace we planned as our last stop.",,,never-visited,0.5448778867721558
274,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Benjamin Schwantes,2025-08-16T00:57:52.137Z,Definitely worth visiting if you are in México City. Great views. Very interesting history displays on the ground floor including historic rooms.,,,never-visited,0.20176507532596588
275,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Jacopo D'Amico,2025-08-16T00:52:17.058Z,I definitely recommend the visit in the early morning just at the opening to avoid the crowds. The amenities are great and the rooms are amazing and well maintained. The spaces are quite big and you need to plan to spend at least 2 hours to appreciate all the building and its surroundings.,,,authentic,0.875
276,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,José Luis Valdez,2025-08-24T01:09:05.272Z,Super crowded. Lots of movement at this station.,en,,never-visited,0.36939817667007446
277,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Christopher Hernández,2025-08-22T13:00:03.355Z,"The palace and cathedral, with beautiful architecture all around, have many options for shopping, dining, or entertainment. You need to take time to explore. It's wonderful, with many photo opportunities.",en,,authentic,0.317979633808136
280,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Edwin C. G,2025-08-08T22:47:59.281Z,"A very nice place to hang out or take a walk. Honestly, it's a very beautiful place with a lot of history, excellent for spending time with the family.",en,,authentic,0.3777885437011719
282,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Francisca Valencia,2025-07-20T10:40:27.006Z,"When I went, it wasn't at its peak, as there was an issue with the teachers, from what I understood. And there were tents and areas used for this demonstration. But the Mexican flag moved me when I saw it so imposing.",en,,authentic,0.7999999999999999
283,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Luis Perez,2025-07-17T22:35:06.843Z,Very nice to learn about the history of Mexico,en,,authentic,0.32696664333343506
286,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Alejandro Dolo,2025-07-06T22:42:15.004Z,"A very busy station any day and at any time, which is understandable because it's right in the heart of the city, the downside is that it's constantly closed. Its exhibition of models of the historic center is incredible, as each model represents a different moment in history (1521 with the Mexica, 1810 with the independence, 1910 with the revolution). However, they have become commonplace and everyone ignores them.",en,,inappropriate,0.26609766483306885
